#Query ID,#Subject,#Subject accession,#Subject Taxonomy ID,#Identity percentage,#Coverage,#evalue,#bitscore,#Source,#Taxonomy
ESV_1,Eukaryota/Bacillariophyta/Fragilariophyceae/Thalassionematales/Thalassionemataceae/Thalassionema/Thalassionema_frauenfeldii,Eukaryota/Bacillariophyta/Fragilariophyceae/Thalassionematales/Thalassionemataceae/Thalassionema/Thalassionema_frauenfeldii,N/A,99620,100,1.7E-134,481,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_7334,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Halamphora/Halamphora_elongata,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Halamphora/Halamphora_elongata,N/A,95057,100,1.75E-114,414,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_7335,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Pinnulariaceae/Pinnularia/Pinnularia_sp._NE-P12,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Pinnulariaceae/Pinnularia/Pinnularia_sp._NE-P12,N/A,93103,99,4.94E-105,383,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_7336,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Trachyneis/Trachyneis_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Trachyneis/Trachyneis_sp,N/A,96578,100,3.74E-121,436,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_7337,Eukaryota/Bacillariophyta/Bacillariophyceae/Achnanthales/Achnanthaceae/Achnanthes/Achnanthes_longipes,Eukaryota/Bacillariophyta/Bacillariophyceae/Achnanthales/Achnanthaceae/Achnanthes/Achnanthes_longipes,N/A,94656,99,2.93E-112,407,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_7338,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Cylindrotheca/Cylindrotheca_closterium,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Cylindrotheca/Cylindrotheca_closterium,N/A,98859,100,3.69E-131,470,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_7339,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Haslea/Haslea_howeana,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Haslea/Haslea_howeana,N/A,98099,100,7.98E-128,459,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_7340,Eukaryota/Bacillariophyta/Bacillariophyceae/Achnanthales/Achnanthidiaceae/Achnanthidium/Achnanthidium_digitatum,Eukaryota/Bacillariophyta/Bacillariophyceae/Achnanthales/Achnanthidiaceae/Achnanthidium/Achnanthidium_digitatum,N/A,93156,100,3.82E-106,387,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_7341,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Cylindrotheca/Cylindrotheca_closterium,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Cylindrotheca/Cylindrotheca_closterium,N/A,94297,100,3.79E-111,403,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_7342,Eukaryota/Bacillariophyta/Fragilariophyceae/Fragilariales/Fragilariaceae/Hendeyella/Hendeyella_rhombica,Eukaryota/Bacillariophyta/Fragilariophyceae/Fragilariales/Fragilariaceae/Hendeyella/Hendeyella_rhombica,N/A,90494,100,1.8E-94,348,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_7343,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Halamphora/Halamphora_borealis,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Halamphora/Halamphora_borealis,N/A,94297,100,3.79E-111,403,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_7344,Eukaryota/Bacillariophyta/Coscinodiscophyceae/Coscinodiscales/Heliopeltaceae/Actinoptychus/Actinoptychus_sp.,Eukaryota/Bacillariophyta/Coscinodiscophyceae/Coscinodiscales/Heliopeltaceae/Actinoptychus/Actinoptychus_sp,N/A,86561,96,6.67E-74,279,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_7345,Eukaryota/Bacillariophyta/Fragilariophyceae/Fragilariales/Fragilariaceae/Opephora/Serratifera_sp.,Eukaryota/Bacillariophyta/Fragilariophyceae/Fragilariales/Fragilariaceae/Opephora/Serratifera_sp,N/A,95437,100,3.77E-116,420,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_7346,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Halamphora/Halamphora_isumiensis,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Halamphora/Halamphora_isumiensis,N/A,96958,100,8.04E-123,442,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_7347,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_acidoclinata,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_acidoclinata,N/A,93916,100,1.77E-109,398,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_7348,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Stauroneidaceae/Astartiella/Astartiella_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Stauroneidaceae/Astartiella/Astartiella_sp,N/A,90114,99,3.02E-92,340,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_7349,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Diploneidaceae/Diploneis/Diploneis_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Diploneidaceae/Diploneis/Diploneis_sp,N/A,92366,99,2.97E-102,374,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_7350,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_sp._(in:_Bacillariophyta),Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_sp._(in:_Bacillariophyta),N/A,94677,100,8.16E-113,409,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_7351,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Halamphora/Halamphora_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Halamphora/Halamphora_sp,N/A,96591,100,3.74E-121,436,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_7352,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_sp._(in:_Bacillariophyta),Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_sp._(in:_Bacillariophyta),N/A,94253,99,4.91E-110,399,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_7353,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Halamphora/Halamphora_scatebra,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Halamphora/Halamphora_scatebra,N/A,94636,99,1.05E-111,405,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_7354,Eukaryota/Bacillariophyta/Fragilariophyceae/Cyclophorales/Cyclophoraceae/Cyclophora/Cyclophora_tenuis,Eukaryota/Bacillariophyta/Fragilariophyceae/Cyclophorales/Cyclophoraceae/Cyclophora/Cyclophora_tenuis,N/A,85606,100,8.63E-73,276,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_7356,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Stauroneidaceae/Schizostauron/Schizostauron_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Stauroneidaceae/Schizostauron/Schizostauron_sp,N/A,93156,100,3.82E-106,387,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_7357,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf_sigma,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf_sigma,N/A,91985,99,1.38E-100,368,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_7358,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Cylindrotheca/Cylindrotheca_closterium,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Cylindrotheca/Cylindrotheca_closterium,N/A,95437,100,3.77E-116,420,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_7359,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Pinnulariaceae/Caloneis/Caloneis_cf._westii,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Pinnulariaceae/Caloneis/Caloneis_cf._westii,N/A,84091,100,4.04E-66,254,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_7361,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Navicula/Navicula_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Navicula/Navicula_sp,N/A,98099,100,7.98E-128,459,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_7363,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Bacillaria/Bacillaria_paxillifer,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Bacillaria/Bacillaria_paxillifer,N/A,96958,100,8.04E-123,442,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_7364,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Amphora_allanta,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Amphora_allanta,N/A,91154,99,3.88E-96,353,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_7365,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Amphora_commutata,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Amphora_commutata,N/A,94318,100,3.79E-111,403,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_7366,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Amphora_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Amphora_sp,N/A,97338,100,1.73E-124,448,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_7367,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Halamphora/Halamphora_elongata,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Halamphora/Halamphora_elongata,N/A,97719,100,3.71E-126,453,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_7368,Eukaryota/Bacillariophyta/Mediophyceae/Chaetocerotales/Chaetocerotaceae/Chaetoceros/Chaetoceros_sp.,Eukaryota/Bacillariophyta/Mediophyceae/Chaetocerotales/Chaetocerotaceae/Chaetoceros/Chaetoceros_sp,N/A,98859,100,3.69E-131,470,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_7369,Eukaryota/Bacillariophyta/Mediophyceae/Chaetocerotales/Chaetocerotaceae/Chaetoceros/Chaetoceros_tenuissimus,Eukaryota/Bacillariophyta/Mediophyceae/Chaetocerotales/Chaetocerotaceae/Chaetoceros/Chaetoceros_tenuissimus,N/A,98099,100,7.98E-128,459,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_7370,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Navicula/Navicula_cryptotenella,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Navicula/Navicula_cryptotenella,N/A,96198,100,1.74E-119,431,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_7371,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_sp._(in:_Bacillariophyta),Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_sp._(in:_Bacillariophyta),N/A,95057,100,1.75E-114,414,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_7372,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Halamphora/Halamphora_maritima,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Halamphora/Halamphora_maritima,N/A,93870,99,2.28E-108,394,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_7373,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_sp._(in:_Bacillariophyta),Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_sp._(in:_Bacillariophyta),N/A,93156,100,3.82E-106,387,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_7374,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Diploneidaceae/Diploneis/Diploneis_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Diploneidaceae/Diploneis/Diploneis_sp,N/A,90530,100,1.8E-94,348,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_7375,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Plagiotropidaceae/Plagiotropis/Plagiotropis_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Plagiotropidaceae/Plagiotropis/Plagiotropis_sp,N/A,94677,100,8.16E-113,409,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_7376,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Halamphora/Halamphora_catenulafalsa,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Halamphora/Halamphora_catenulafalsa,N/A,97719,100,3.71E-126,453,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_7377,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Diploneidaceae/Diploneis/Diploneis_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Diploneidaceae/Diploneis/Diploneis_sp,N/A,92776,100,1.78E-104,381,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_7378,Eukaryota/Bacillariophyta/Bacillariophyceae/Achnanthales/Achnanthidiaceae/Achnanthidium/Achnanthidium_digitatum,Eukaryota/Bacillariophyta/Bacillariophyceae/Achnanthales/Achnanthidiaceae/Achnanthidium/Achnanthidium_digitatum,N/A,94677,100,8.16E-113,409,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_7380,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Berkeleyaceae/Parlibellus/Parlibellus_protracta,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Berkeleyaceae/Parlibellus/Parlibellus_protracta,N/A,95057,100,1.75E-114,414,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_7381,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Stauroneidaceae/Astartiella/Astartiella_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Stauroneidaceae/Astartiella/Astartiella_sp,N/A,96958,100,8.04E-123,442,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_7382,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Navicula/Navicula_germainii,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Navicula/Navicula_germainii,N/A,98099,100,7.98E-128,459,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_7383,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Diploneidaceae/Diploneis/Diploneis_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Diploneidaceae/Diploneis/Diploneis_sp,N/A,97338,100,1.73E-124,448,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_7384,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Amphora_fusca,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Amphora_fusca,N/A,97710,99,1.34E-125,451,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_7385,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf._spathulata,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf._spathulata,N/A,97719,100,3.71E-126,453,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_7386,Eukaryota/Bacillariophyta/Bacillariophyceae/Cymbellales/Gomphonemataceae/Gomphonema/Gomphonema_clevei,Eukaryota/Bacillariophyta/Bacillariophyceae/Cymbellales/Gomphonemataceae/Gomphonema/Gomphonema_clevei,N/A,86667,85,1.88E-64,248,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_7387,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Halamphora/Halamphora_catenulafalsa,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Halamphora/Halamphora_catenulafalsa,N/A,97719,100,3.71E-126,453,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_7388,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Amphora_ovalis,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Amphora_ovalis,N/A,95817,100,8.1E-118,425,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_7389,Eukaryota/Bacillariophyta/Bacillariophyceae/Mastogloiales/Mastogloiaceae/Aneumastus/Aneumastus_albanicus,Eukaryota/Bacillariophyta/Bacillariophyceae/Mastogloiales/Mastogloiaceae/Aneumastus/Aneumastus_albanicus,N/A,93487,99,1.06E-106,388,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
